code1,code2,similar
"['\n', 'n,x,t = map(int,input().split())\n', '\n', 'if n % x ==0:\n', '    print(int(n/x*t))\n', 'else:\n', '    print(int((n//x+1)*t))\n', '\n']","['n,x,t=[int(i) for i in input().split()]\n', 'k=n//x\n', 'if n%x:\n', '    print((k+1)*t)\n', 'else:\n', '    print(k*t)']",1
"['N = int(input())\n', 'd = list(map(int, input().split()))\n', 'ans = 0\n', 'for i in range(N):\n', '    for j in range(N-1):\n', '        if i == j:\n', '            break\n', '        else:\n', '            ans = ans + d[i]*d[j]\n', 'print(ans)\n']","['n=int(input())\n', 'd = list(map(int,input().split()))\n', 'import itertools\n', 'p = itertools.combinations(d, 2)\n', 's=0\n', 'for v in p:\n', '    s+=v[0]*v[1]\n', 'print(s)']",1
"['n = int(raw_input())\n', 'a = map(int,raw_input().split())\n', 'a.reverse()\n', 'for x in a:\n', '\tprint x,']","['n=int(input())\n', 'num_line=list(map(int,input().split()))\n', 'num_line.reverse()\n', 'print("" "".join(map(str,num_line)))\n', '\n']",1
"['MOD = 1000000007\n', 'n, k = map(int, input().split())\n', 'rsw = [0]*(n+2)\n', 'for i in range(1,n+2):\n', '    rsw[i] = (rsw[i-1]+i-1)%MOD\n', 'rsw_e = [0]*(n+2)\n', 'for i in range(1,n+2):\n', '    rsw_e[i] = (rsw_e[i-1]+n-(i-1))%MOD\n', 'res = 0\n', 'for i in range(k,n+2):\n', '    start = rsw[i]\n', '    end = rsw_e[i]\n', '    res += (end-start+1)%MOD\n', 'print(res%MOD)']","['import math\n', '\n', 'N,K=map(int,input().split())\n', '\n', '\n', 'sum=0\n', 'for s in range(K,N+1):\n', '    sum+=(s*(2*N-s+1))/2-(s*(s-1))/2+1\n', 'print(int(sum+1)%1000000007)']",1
"['st = input().split()\n', 'st.reverse()\n', ""print(''.join(st))""]","['# -*- coding: utf-8 -*-\n', '""""""\n', 'Created on Wed Mar 11 14:47:11 2020\n', '\n', '@author: Kanaru Sato\n', '""""""\n', '\n', 's,t = input().split()\n', '\n', 'u = t+s\n', '\n', 'print(u)']",1
"['_n = int(raw_input())\n', '_a = [int(x) for x in raw_input().split()]\n', '\n', 'for i in range(1, _n):\n', '    print("" "".join([str(x) for x in _a]))\n', '    key = _a[i]\n', '    j = i - 1\n', '    while j >= 0 and _a[j] > key:\n', '        _a[j+1] = _a[j]\n', '        j -= 1\n', '    _a[j+1] = key\n', '        \n', 'print("" "".join([str(x) for x in _a]))']","['n = raw_input()\n', '\n', 'A = map(int, raw_input().split())\n', '\n', 'for i, key in enumerate(A):\n', '\n', '    j = i - 1\n', '\n', '    while(j >= 0 and A[j] > key):\n', '        A[j+1] = A[j]\n', '        j -= 1\n', '\n', '    A[j+1] = key\n', '\n', '    for x in A:\n', '        print x,\n', '    print']",1
"['h,k = map(int,input().split())\n', 'arr=list(map(int,input().split()))\n', 'arr.sort()\n', 'print(sum(arr[0:h-k]) if h>=k else 0)']","['N,K=map(int,input().split())\n', 'H=sorted(list(map(int,input().split())))\n', 'if len(H) < K:\n', '    print(0)\n', 'else:\n', '    print(sum(H[:N-K]))\n']",1
"['n = int(input())\n', 's = input()\n', 'if n % 2 == 1:\n', '  res = ""No""\n', 'else:\n', '  if s[:n//2] == s[n//2:]:\n', '    res = ""Yes""\n', '  else:\n', '    res = ""No""\n', 'print(res)']","['import sys\n', 'N = int(input())\n', 'S = input()\n', 'if N % 2 == 1:\n', ""    print('No')\n"", '    sys.exit()\n', '\n', 'if S[:N//2] == S[N//2:]:\n', ""    print('Yes')\n"", '    sys.exit()\n', '\n', ""print('No')""]",1
"['from bisect import bisect_left\n', '\n', 'def main():\n', '    n, m = map(int, input().split())\n', '    a = list(map(int, input().split()))\n', '    a.sort()\n', '    L, R = 0, 2 * 10**5 + 1\n', '    while L+1 < R:\n', '        P = (L+R)//2\n', '        cnt = 0\n', '        for v in a:\n', '            x = P - v\n', '            cnt += n - bisect_left(a, x)\n', '        if cnt >= m:\n', '            L = P\n', '        else:\n', '            R = P\n', '    csum = [0]\n', '    for v in a:\n', '        csum.append(v)\n', '    for i in range(n):\n', '        csum[i+1] += csum[i]\n', '    ans = 0\n', '    cnt = 0\n', '    for v in a:\n', '        x = L - v\n', '        idx = bisect_left(a, x)\n', '        cnt += n-idx\n', '        ans += csum[-1] - csum[idx]\n', '        ans += v * (n - idx)\n', '    ans -= (cnt - m) * L\n', '    print(ans)\n', '\n', 'if __name__ == ""__main__"":\n', '    main()']","['from bisect import bisect_left, bisect_right\n', '\n', 'n,m = map(int, input().split())\n', 'al = list(map(int, input().split()))\n', 'al.sort()\n', '\n', 'ok, ng = 0, 10**18+1\n', 'while abs(ok-ng) > 1:\n', '    mid = (ok+ng)//2\n', '    ok_flag = True\n', '    cnt = 0\n', ""    # print('-----')\n"", '    # print(ok,ng,mid)\n', '    for i,a in enumerate(al):\n', '        rem = mid-a\n', '        cnt_a = n-bisect_left(al,rem)\n', '        # cnt_a = min(n-i-1, cnt_a)\n', '        cnt += cnt_a\n', '        # print(i,a,cnt_a)\n', '    if cnt >= m:\n', '        ok = mid\n', '    else:\n', '    \tng = mid\n', '\n', 'min_sum = ok\n', 'cum_sums = [0]\n', 'csum = 0\n', 'for a in al:\n', '    csum += a\n', '    cum_sums.append(csum)\n', '    \n', '# print(min_sum)\n', '\n', 'ans = 0\n', 'cnt = 0\n', 'for i,a in enumerate(al):\n', '    rem = min_sum - a\n', '    ind = bisect_left(al, rem)\n', '    # ind = ind if 0 <= ind < n else None\n', '    # ind = max(i+1,ind)\n', '    csum = cum_sums[n] - cum_sums[ind]\n', '    # print(i,a,csum)\n', '    ans += csum\n', '    ans += a*(n-ind)\n', '    cnt += (n-ind)\n', '\n', 'ans -= (cnt-m)*min_sum\n', '\n', 'print(ans)\n', '# print(min_sum)']",1
"['n, m, x = map(int, input().split())\n', 'a = list(list(map(int, input().split())) for _ in range(n))\n', '\n', '#print(n, m, x, a)\n', '\n', '#0b00・・・０~0b111・・・１を全部作成\n', 'cost_abl = []\n', 'cost_lis = []\n', 'abl_lis = []\n', 'for i in range(1 << n):\n', '    cost = 0\n', '    abl_sum = [0] * m\n', '    #print(abl_sum)\n', '    #abl_1, abl_2, abl_3 = 0, 0 ,0\n', '    for j in range (len(a)):\n', '        mask = 1 << j\n', '        if i & mask:\n', '            cost += a[j][0]\n', '            for k in range(m):\n', '                abl_sum[k] += a[j][k + 1]\n', '            # abl_1 +=  a[j][1]\n', '            # abl_2 += a[j][2]\n', '            # abl_3 += a[j][3]\n', '    cost_lis.append(cost)\n', '    abl_lis.append(abl_sum)\n', '    #print(bin(i))\n', '#print(cost_lis, abl_lis)\n', '\n', 'cost_new_lis = []\n', 'for i in range(len(abl_lis)):\n', '    if min(abl_lis[i]) >= x:\n', '        cost_new_lis.append(cost_lis[i])\n', '    else:\n', '        pass\n', '#print(cost_new_lis)\n', '\n', 'if cost_new_lis == []:\n', '    print(-1)\n', 'else:\n', '    print(min(cost_new_lis))\n']","['import numpy as np\n', 'N, M, X = map(int,input().split())\n', 'C = []\n', 'A = []\n', 'for i in range(N):\n', '    c = 0\n', '    a = []\n', '    c, *a = map(int,input().split())\n', '    C.append(c)\n', '    A.append(a)\n', 'inf = float(""inf"")\n', 'res = inf\n', 'for bit in range(1 << N):\n', '    Cost = 0\n', '    Wise = [0] * M\n', '    for i in range(N):\n', '        if (bit >> i) & 1:# i冊目を買うときの処理\n', '            Cost += C[i]\n', '            for j, a in enumerate(A[i]):\n', '                Wise[j] += a\n', '            #else:# i冊目を買わないときの処理（今回は何もしないので省略）\n', '    if min(Wise) >= X and Cost <= res:\n', '        res = Cost\n', 'if res == inf:\n', '    print(""-1"")\n', 'else:\n', '    print(res)\n']",1
"['N,K = map(int, input().split())\n', 'L,R = [0]*K, [0]*K\n', '\n', 'count = 0\n', 'for _ in range(K):\n', '    a,b = map(int, input().split())\n', '    for _1 in range(_):\n', '        x,y = L[_1],R[_1]\n', '        if x <= a <= y or x <= b <= y :\n', '            L[_1] = min(a,x)\n', '            R[_1] = max(b,y)\n', '            break\n', '    else:\n', '        L[_],R[_] =a,b\n', '        count += 1\n', 'L,R = L[0:count+1],R[0:count+1]\n', '\n', 'MOD = 998244353\n', 'dp = [0]*(4*10**5+100)\n', 'for l, r in zip(L, R):\n', '    dp[min(N + 1, 1 + l)] += 1\n', '    dp[min(N + 1, 1 + r + 1)] -= 1\n', '\n', 'for i in range(2,N+1):\n', '    number = dp[i-1] + dp[i]\n', '    if number > MOD:\n', '        number -= MOD\n', '    dp[i] = number\n', '    for l, r in zip(L,R):\n', '        dp[i + l] += number\n', '        dp[i + l] %= MOD\n', '        dp[i + r +1] -= number\n', '        dp[i + r +1] %= MOD\n', '\n', 'print(dp[N]%MOD)']","['n,k = map(int,input().split())\n', 'sec = []\n', 'for i in range(k):\n', '  l,r = map(int,input().split())\n', '  sec.append([l,r])\n', '\n', 'mod = 998244353\n', 'dp = [0]*(n+1)\n', 'dp[0],dp[1] = 0,1\n', 'cumsum = [0]*(n+1)\n', 'cumsum[1] = 1\n', 'for i in range(2,n+1):\n', '  for l,r in sec:\n', '    if i>l:\n', '      dp[i] += cumsum[i-l]-cumsum[max(0,i-r-1)]\n', '  cumsum[i] = (dp[i]+cumsum[i-1])%mod\n', 'print(dp[n]%mod)']",1
"['# -*- coding: utf-8 -*-\n', 'from sys import stdin\n', '\n', 'class Dice:\n', '\n', '    def __init__(self,dicelist):\n', '        self.dice_list = dicelist\n', '\n', '    def roll(self, direction):\n', '        work = list(self.dice_list)\n', ""        if (direction == 'N'):\n"", '            self.dice_list[0] = work[1]\n', '            self.dice_list[1] = work[5]\n', '            self.dice_list[2] = work[2]\n', '            self.dice_list[3] = work[3]\n', '            self.dice_list[4] = work[0]\n', '            self.dice_list[5] = work[4]\n', ""        elif (direction == 'E'):\n"", '            self.dice_list[0] = work[3]\n', '            self.dice_list[1] = work[1]\n', '            self.dice_list[2] = work[0]\n', '            self.dice_list[3] = work[5]\n', '            self.dice_list[4] = work[4]\n', '            self.dice_list[5] = work[2]\n', ""        elif (direction == 'S'):\n"", '            self.dice_list[0] = work[4]\n', '            self.dice_list[1] = work[0]\n', '            self.dice_list[2] = work[2]\n', '            self.dice_list[3] = work[3]\n', '            self.dice_list[4] = work[5]\n', '            self.dice_list[5] = work[1]\n', ""        elif (direction == 'W'):\n"", '            self.dice_list[0] = work[2]\n', '            self.dice_list[1] = work[1]\n', '            self.dice_list[2] = work[5]\n', '            self.dice_list[3] = work[0]\n', '            self.dice_list[4] = work[4]\n', '            self.dice_list[5] = work[3]\n', '\n', '    def getTop(self):\n', '        return self.dice_list[0]\n', '\n', 'dice_list = list(map(int, stdin.readline().rstrip().split()))\n', 'dice = Dice(dice_list)\n', '\n', 'rolls = stdin.readline().rstrip()\n', 'for roll in rolls:\n', '    dice.roll(roll)\n', 'else:\n', '    print(dice.getTop())\n']","['# -*- coding: utf-8 -*-\n', '\n', '\n', 'class Dice:\n', '    def __init__(self, n):\n', '        self.upper    = n[0]\n', '        self.backward = n[1]\n', '        self.right    = n[2]\n', '        self.left     = n[3]\n', '        self.ahead    = n[4]\n', '        self.bottom   = n[5]\n', '\n', '    def roll_north(self):\n', '        self.upper, self.ahead, self.bottom, self.backward = self.backward, self.upper, self.ahead, self.bottom\n', '\n', '    def roll_south(self):\n', '        self.upper, self.ahead, self.bottom, self.backward = self.ahead, self.bottom, self.backward, self.upper\n', '\n', '    def roll_east(self):\n', '        self.upper, self.right, self.bottom, self.left = self.left, self.upper, self.right, self.bottom\n', '\n', '    def roll_west(self):\n', '        self.upper, self.right, self.bottom, self.left = self.right, self.bottom, self.left, self.upper\n', '\n', '\n', 'dice_info = Dice(list(map(int, input().split())))\n', 'order = list(input())\n', '\n', 'for i in range(len(order)):\n', ""    if 'N' in order[i]:\n"", '        dice_info.roll_north()\n', '\n', ""    elif 'S' in order[i]:\n"", '        dice_info.roll_south()\n', '\n', ""    elif 'E' in order[i]:\n"", '        dice_info.roll_east()\n', '\n', ""    elif'W' in order[i]:\n"", '        dice_info.roll_west()\n', '\n', 'print(dice_info.upper)\n', '\n']",1
"['N = int(input())\n', 'X = input()\n', 'memo = [-1] * (N+1)\n', 'memo[0] = 0\n', '\n', 'def popcount(k):\n', ""    return bin(k).count('1')\n"", '\n', 'def calc(k):\n', '    pop = popcount(k)\n', ""    #print('  ', k, pop)\n"", '    key = k\n', '    if memo[key] < 0:\n', '        k %= pop\n', '        if k == 0:\n', '            memo[key] = 1\n', '        else:\n', '            memo[key] = calc(k) + 1\n', '    return memo[key]\n', '\n', 'K = int(X, 2)\n', 'one = popcount(K)\n', 'if one == 0:\n', '    K_MOD = K\n', 'elif one == 1:\n', '    K_MOD   = 0\n', '    K_MOD_M = K\n', 'else:\n', '    K_MOD   = K % one\n', '    K_MOD_M = K % (one-1)\n', 'K_MOD_P = K % (one+1)\n', '\n', 'T_M = [1]*(N+1)\n', 'T_P = [1]*(N+1)\n', 'for i in range(1,N+1):\n', '    if one > 1:\n', '        T_M[i] = (T_M[i-1]*2) % (one-1)\n', '    T_P[i] = (T_P[i-1]*2) % (one+1)\n', '\n', 'for i in range(N):\n', ""    if X[i] == '1':\n"", '        pop = one - 1\n', '        k = K_MOD_M - T_M[N-i-1]\n', '    else:\n', '        pop = one + 1\n', '        k = K_MOD_P + T_P[N-i-1]\n', '\n', '    if pop == 0:\n', '        print(0)\n', '    else:\n', '        k %= pop\n', '        print(calc(k)+1)\n']","['def g(x):\n', '  S=format(x,""22b"")\n', '  cnt=0\n', '  for i in range(20):\n', '    if S[-1-i]==""1"":\n', '      cnt=cnt+1\n', '  return x%cnt\n', '\n', 'n=int(input())\n', 'X=input()\n', 'a=0\n', 'for i in range(n):\n', '  if X[i]==""1"":\n', '    a=a+1\n', '#最初に割るのは a-1 or a+1 -> a==0,1 に注意\n', 'if a==0:\n', '  for i in range(n):\n', '    print(1)\n', '  exit()\n', 'if a==1:\n', '  if X[-1]==""1"":\n', '    for i in range(n-1):\n', '      print(2)\n', '    print(0)\n', '    exit()\n', '  else:\n', '    for i in range(n-1):\n', '      if X[i]==""1"":\n', '        print(0)\n', '      else:\n', '        print(1)\n', '    print(2)\n', '    exit()\n', 'D=[0]*n\n', 'E=[0]*n\n', 'D[0]=1%(a-1)\n', 'E[0]=1%(a+1)\n', 'b=int(X[-1])%(a-1)\n', 'c=int(X[-1])%(a+1)\n', 'for i in range(n-1):\n', '  D[i+1]=(D[i]*2)%(a-1)\n', '  E[i+1]=(E[i]*2)%(a+1)\n', '  if X[-2-i]==""1"":\n', '    b=(b+D[i+1])%(a-1)\n', '    c=(c+E[i+1])%(a+1)\n', 'for i in range(n):\n', '  if X[i]==""1"":\n', '    x=(b+a-1-D[-1-i])%(a-1)\n', '    ans=1\n', '    while x!=0:\n', '      x=g(x)\n', '      ans=ans+1\n', '    print(ans)\n', '  else:\n', '    x=(c+E[-1-i])%(a+1)\n', '    ans=1\n', '    while x!=0:\n', '      x=g(x)\n', '      ans=ans+1\n', '    print(ans)']",1
"['n = int(input())\n', '\n', 'for a in range(-118,120):\n', '    for b in range(-119,119):\n', '        if a ** 5 - b **5 == n :\n', '            print(a,b)\n', '            exit()']","['import math\n', '\n', 'X= int(input())\n', '\n', 'for A in range(-120,121):\n', '    for B in range(-120,A+1):\n', '        if A**5-B**5  == X:\n', '            print(A,B)\n', '            exit()']",1
"['import random\n', '\n', 'name = str(input())\n', 'a = len(name)\n', '\n', 'if  3<= a <= 20:\n', '    b = random.randint(0,a-3) \n', '    \n', '    ada_1 = name[b]\n', '    ada_2 = name[b+1]\n', '    ada_3 = name[b+2]\n', '    \n', '    print(ada_1+ada_2+ada_3)\n', 'else:\n', '    None']","['import random\n', '\n', 's = input()\n', '\n', 'len_s = len(s)\n', '\n', 'if len_s==3:\n', '\tnum = 0\n', 'else:\n', '\tnum = random.randint(0,len_s-4)\n', '\n', 'name = s[num]+s[num+1]+s[num+2]\n', '\n', 'print(name)']",1
"['# -*- coding: utf-8 -*-\n', '\n', 'a = [int(raw_input()) for _ in range(10)]\n', '#print a\n', 'b = sorted(a, reverse=True)\n', '#print b\n', 'for c in b[0:3]:\n', '    print c']","['l=[]\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.append(int(input()))\n', 'l.sort()\n', 'l.reverse()\n', 'print l[0]\n', 'print l[1]\n', 'print l[2]']",1
"['class Node(object):\n', '  def __init__(self, num, prv = None, next = None):\n', '    self.num = num\n', '    self.prv = prv\n', '    self.next = next\n', '\n', 'class DoublyLinkedList(object):\n', '  def __init__(self):\n', '    self.start = self.last = None\n', '\n', '  def insert(self, num):\n', '    new_element = Node(num)\n', '\n', '    if self.start is None: # 空の場合\n', '      self.start = self.last = new_element\n', '    else:\n', '      new_element.next = self.start\n', '      self.start.prv = new_element\n', '      self.start = new_element\n', '\n', '  def delete(self, target):\n', '    it = self.start\n', '    while it is not None: # 該当する最初のノードを見つける\n', '      if it.num == target:\n', '        if it.prv is None and it.next is None: # ノードが一つだけの時\n', '          self.start = self.last = None\n', '        else:\n', '          if it.prv is not None: # 先頭ではない\n', '            it.prv.next = it.next\n', '          else: # 先頭の場合、先頭の次をstartにする\n', '            self.start = self.start.next\n', '          if it.next is not None:  # 最後ではない場合\n', '            it.next.prv = it.prv\n', '          else: # 最後の場合、最後の一つ前をlastにする\n', '            self.last = self.last.prv\n', '        break\n', '      it = it.next\n', '\n', '  def deleteFirst(self):\n', '    if self.start is self.last:\n', '      self.start = self.last = None\n', '    else:\n', '      self.start.next.prv = None\n', '      self.start = self.start.next\n', '\n', '  def deleteLast(self):\n', '    if self.start is self.last:\n', '      self.start = self.last = None\n', '    else:\n', '      self.last.prv.next = None\n', '      self.last = self.last.prv\n', '\n', '  def contentToArray(self):\n', '    n_list = []\n', '    it  = self.start\n', '    while it is not None:\n', '      n_list.append(it.num)\n', '      it = it.next\n', ""    return ' '.join(n_list)\n"", '\n', 'def main():\n', '  from sys import stdin\n', '  N = int(input())\n', '\n', '  linkedList = DoublyLinkedList() # インスタンス作成\n', '\n', '  for i in range(N):\n', '    command = stdin.readline().rstrip().split()\n', ""    if command[0] == 'insert':\n"", '      linkedList.insert(command[1])\n', ""    elif command[0] == 'delete':\n"", '      linkedList.delete(command[1])\n', ""    elif command[0] == 'deleteFirst':\n"", '      linkedList.deleteFirst()\n', ""    elif command[0] == 'deleteLast':\n"", '      linkedList.deleteLast()\n', '\n', '  print(linkedList.contentToArray())\n', '\n', 'if __name__ == ""__main__"":\n', '  main()\n']","['#! python3\n', '# doubly_linked_list.py\n', '\n', 'from collections import deque\n', '\n', 'keys = deque([])\n', '\n', 'n = int(input())\n', '\n', 'for i in range(n):\n', '    command = input()\n', ""    if command == 'deleteFirst':\n"", '        keys.popleft()\n', ""    elif command == 'deleteLast':\n"", '        keys.pop()\n', '    else:\n', ""        command, x = command.split(' ')\n"", ""        if command == 'insert':\n"", '            keys.appendleft(int(x))\n', ""        elif command == 'delete':\n"", '            if int(x) in keys:\n', '                keys.remove(int(x))\n', '\n', ""print(' '.join([str(k) for k in keys]))\n""]",1
"['import math\n', 'H = int(input())\n', 'print(2**(math.floor(math.log2(H))+1)-1)\n']","['H = int(input())\n', 'cnt = 0\n', 'while H != 0:\n', '    H //= 2\n', '    cnt += 1\n', '\n', 'print(2**cnt-1)']",1
"['import sys\n', ' \n', 'nums = []\n', ' \n', ' \n', 'for line in sys.stdin:\n', '    nums.append(line)\n', ' \n', 'for i in range(len(nums)):\n', '    input_line = nums[i].split("" "")\n', '    a = int(input_line[0])\n', '    b = int(input_line[1])\n', ' \n', '    if a > b:\n', '        num_bigger = a\n', '        num_smaller = b\n', '    else:\n', '        num_bigger = b\n', '        num_smaller = a\n', '\n', '    r = 1   #?????????\n', '    while r > 0:\n', '        r = num_bigger % num_smaller\n', '        num_bigger = num_smaller\n', '        num_smaller = r\n', '\n', '    max_common_div = num_bigger\n', '    min_common_mpl = int((a * b)/max_common_div)\n', ' \n', '    print(str(max_common_div) + "" "" + str(min_common_mpl))']","['def gcd(a, b):\n', '    while b:\n', '        a, b = b, a % b\n', '\n', '    return a\n', '\n', '\n', 'def lcm(a, b):\n', '    return a * b // gcd(a, b)\n', '\n', '\n', 'while True:\n', '    try:\n', '        x, y = map(int, input().split())\n', '        print(gcd(x, y), lcm(x, y))\n', '    except:\n', '        break\n', '\n']",1
"['hills = [input() for x in xrange(10)]\n', 'hills.sort(reverse=True)\n', 'for x in xrange(3):\n', '\tprint hills[x]']","['height_list = []\n', 'for i in range(10):\n', '    height_list.append(input())\n', 'height_list.sort()\n', 'height_list.reverse()\n', '\n', 'for height in height_list[:3]:\n', '    print height']",1
"['N, K = map(int, input().split())\n', 'p=list(map(int,input().split()))\n', '\n', 'for i in range(N):\n', '  p[i]=(1+p[i])/2\n', '  \n', 'ans=[0]*(N-K+1)\n', 'ans[0]=sum(p[:K])\n', 'for i in range(1, N-K+1):\n', '  ans[i]=ans[i-1]-p[i-1]+p[i+K-1]\n', '\n', 'print(max(ans))']","['n, k = map(int,input().split())\n', 'p = list(map(int,input().split()))\n', 'mu = [(a+1)/2 for a in p]\n', 'maxsum = sum(mu[:k])\n', 'now = maxsum\n', 'left = 0\n', 'right = k\n', 'while right<n:\n', '    now = now+mu[right]-mu[left]\n', '    if maxsum<now:\n', '        maxsum = now\n', '    left += 1\n', '    right += 1\n', 'print(maxsum)']",1
"['N,M = map(int,input().split())\n', 'H = list(map(int,input().split()))\n', 'mx = [0 for i in range(N)]\n', 'for _ in range(M):\n', '    a,b = map(int,input().split())\n', '    a -= 1\n', '    b -= 1\n', '    mx[a] = max(mx[a], H[b])\n', '    mx[b] = max(mx[b], H[a])\n', 'ans = 0\n', 'for i in range(N):\n', '    if H[i] > mx[i]:\n', '        ans += 1\n', 'print(ans)']","['from collections import Counter,defaultdict,deque\n', 'from heapq import heappop,heappush\n', 'from bisect import bisect_left,bisect_right \n', 'import sys,math,itertools,fractions,pprint\n', 'sys.setrecursionlimit(10**8)\n', 'mod = 10**9+7\n', ""INF = float('inf')\n"", 'def inp(): return int(sys.stdin.readline())\n', 'def inpl(): return list(map(int, sys.stdin.readline().split()))\n', '\n', 'n,m = inpl()\n', 'h = inpl()\n', 'g = [[] for _ in range(n)]\n', 'for _ in range(m):\n', '    a,b = inpl()\n', '    a,b = a-1,b-1\n', '    g[a].append(b)\n', '    g[b].append(a)\n', 'res = 0\n', 'for i in range(n):\n', '    for j in g[i]:\n', '        if h[j] >= h[i]:\n', '            break\n', '    else:\n', '        res += 1\n', 'print(res)']",1
"['import math\n', 'n = float(input())\n', 'area = ""%.6f"" % float(n **2 *  math.pi)\n', 'circ = ""%.6f"" % float(n * 2 * math.pi)\n', 'print(area, circ)']","['import math\n', '\n', 'r = float(input())\n', '\n', 'S= r * r * math.pi\n', 'C= 2 * r * math.pi\n', '\n', ""print('{0:.6f} {1:.6f}'.format(S, C))""]",1
"['import sys\n', 'X = int(input())\n', 'for i in range(1,1000):\n', '  if 360*i % X == 0:\n', '    print(360*i//X)\n', '    sys.exit()']","['import math\n', ""print([ ( int(x) * 360 // math.gcd(int(x),360) ) // int(x) for x in input().split(' ') ][0])""]",1
"['#!/usr/bin/env python3\n', 'import sys\n', 'def input():\n', '    return sys.stdin.readline()[:-1]\n', '\n', 'def main():\n', '    N, K = map(int, input().split())\n', '\n', '    ans = N % K\n', '    ans = min(ans, abs(ans - K))\n', '\n', '    print(ans)\n', '\n', ""if __name__ == '__main__':\n"", '    main()\n']","['import sys\n', '\n', 'read = sys.stdin.read\n', 'readline = sys.stdin.readline\n', 'readlines = sys.stdin.readlines\n', 'sys.setrecursionlimit(10 ** 9)\n', 'INF = 1 << 60\n', 'MOD = 1000000007\n', '\n', '\n', 'def main():\n', '    N, K = map(int, readline().split())\n', '\n', '    n = N % K\n', '    print(min(n, K - n))\n', '\n', '    return\n', '\n', '\n', ""if __name__ == '__main__':\n"", '    main()\n']",1
"['cnt = 0\n', 'def merge(A, left, mid, right):\n', '  global cnt\n', '  #print(""marge "",A,left,mid,right)\n', '  n1 = mid - left\n', '  n2 = right - mid\n', '  #L = [0] * (n1+1)\n', '  #R = [0] * (n2+1)\n', '  L = [0] * (n1+1)\n', '  R = [0] * (n2+1)\n', '  \n', '  for i in range(n1):\n', '    L[i] = A[left + i]\n', '  for i in range(n2):\n', '    R[i] = A[mid + i]\n', '  L[n1] = 999999999\n', '  R[n2] = 999999999\n', '  i = 0\n', '  j = 0\n', '  for k in range(left,right):\n', '    cnt+=1\n', '    if L[i] <= R[j]:\n', '      A[k] = L[i]\n', '      i = i + 1\n', '    else:\n', '      A[k] = R[j]\n', '      j = j + 1\n', '\n', 'def mergeSort(A, left, right):\n', '  #print(""margeSort "",A,left,right)\n', '  if left+1 < right:\n', '    mid = int((left + right)/2)\n', '    mergeSort(A, left, mid)\n', '    mergeSort(A, mid, right)\n', '    merge(A, left, mid, right)\n', '\n', 'n = int(input())\n', 'S = list(map(int,input().split()))\n', 'mergeSort(S, 0, n)\n', 'S = map(str, S)\n', ""print(' '.join(S))\n"", 'print(cnt)\n']","['INFTY = 10 ** 9\n', 'count = 0\n', '\n', 'def merge(A, left, mid, right):\n', '    global count\n', '\n', '    n1 = mid - left\n', '    n2 = right - mid\n', '\n', '    L = A[left:mid] + [INFTY]\n', '    R = A[mid:right] + [INFTY]\n', '\n', '    i = 0\n', '    j = 0\n', '    for k in range(left, right):\n', '        if L[i] <= R[j]:\n', '            A[k] = L[i]\n', '            i += 1\n', '        else:\n', '            A[k] = R[j]\n', '            j += 1\n', '        \n', '        count += 1\n', '\n', '\n', 'def mergeSort(A, left, right):\n', '    if left + 1 < right:\n', '        mid = (left + right) // 2\n', '        mergeSort(A, left, mid)\n', '        mergeSort(A, mid, right)\n', '        merge(A, left, mid, right)\n', '\n', '\n', '\n', 'n = int(input())\n', 'S = list(map(int, input().split()))\n', '\n', 'mergeSort(S, 0, len(S))\n', 'print(*S)\n', 'print(count)\n']",1
"['s=input()\n', 'if len(s)&1:\n', ""    print('No')\n"", '    exit()\n', 'for i in list(s[i*2:i*2+2] for i in range(len(s)//2)):\n', ""    if i!='hi':\n"", ""        print('No')\n"", '        exit()\n', ""print('Yes')""]","['S = input()\n', 'hi = []\n', '\n', 'for i in range(5):\n', '    hi.append(""hi""*(i+1))\n', '\n', 'print(""Yes"" if S in hi else ""No"")']",1
"['k, n =map(int,input().split())\n', 'a = list(map(int,input().split()))\n', 'longest = k - a[-1] + a [0]\n', 'for i in range(len(a)-1):\n', '    longest = max(longest,a[i+1]-a[i])\n', 'print(k-longest)']","['k,n = [int(x) for x in input().split()]\n', 'a = [int(x) for x in input().split()]\n', '\n', 'c = a[0] + (k - a[n - 1])\n', '\n', 'd = max([a[i] - a[i - 1] for i in range(1, n)])\n', '\n', 'c = max(c,d)\n', '\n', 'print(k - c)\n']",1
